productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
882296,ED Fragola dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Sleeveless, calf-length dress in soft viscose jersey with a tie detail at the front, seam at the waist and flared skirt. Lined at the top."
882418,Typhoon shorts,274,Shorts,Garment Lower body,1009,Trousers,"Shorts in woven fabric with decorative, shiny buttons at the front, a high waist and shaping darts at the back. Concealed zip in one side with a button at the top, and rounded hems."
882651,HS Zero waste,265,Dress,Garment Full body,1023,Special Offers,Long kaftan in an airy jacquard weave made from recycled polyester with a V-neck front and back and two-part drawstring at the front. Unlined.
882760,Davidson dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Sleeveless, knee-length dress in pleated jersey with a small stand-up collar, V-shaped opening at the front with ties at the top, and an elasticated seam at the waist. Unlined."
882882,Push Up Jeggings LW,272,Trousers,Garment Lower body,1016,Trousers Denim,"Jeggings in superstretch denim with a low waist, zip fly and button, and back pockets. The cotton content of the jeggings is partly recycled. Push up – denim with a superstretch function that showcases the body’s physique."
882888,Agneta jumpsuit,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Ankle-length jumpsuit in airy jersey crêpe with a V-neck and wrapover top with a concealed hook-and-eye fastening. Short sleeves, an elasticated seam and detachable tie belt at the waist, and straight, wide legs. Unlined."
882899,Embrace S.Skinny HW Trash,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with worn details. High waist, zip fly and button and skinny legs. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
882900,Embrace S.Skinny Ankle HW,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with a high waist, zip fly and button and super-skinny legs. The cotton content of the jeans is partly recycled. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
882996,CALLUM CARGO POCKET SHORTS,274,Shorts,Garment Lower body,1002,Jersey Basic,"Shorts in sweatshirt fabric made from a cotton blend with an elasticated, drawstring waist, side pockets and flap leg pockets."
883024,CS Lolipop jumpsuit,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Ankle-length jumpsuit in crinkled jersey with a gentle V-neck front and back and narrow shoulder straps. Elasticated seam and a narrow, detachable tie belt at the waist, and wide, straight legs."
883025,Brando NW straight trousers,272,Trousers,Garment Lower body,1010,Blouses,"Full-length, straight-cut trousers in lace. Regular waist with an extended waistband and concealed hook-and-eye fastener, a zip fly, diagonal side pockets and legs with creases. Lined at the top."
883026,Calypso brazilian V-shape,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in lace with a mid, V-shaped waist, lined gusset and high cut at the back."
883033,CS Paula dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Short, V-neck dress in cotton jersey with covered buttons down the front and short puff sleeves with narrow elastication at the hems. Seam at the waist and a gently flared skirt. Unlined."
883307,Logan Structure Cardigan,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft, textured knit. Relaxed fit with low dropped shoulders, long sleeves and ribbing around the opening, cuffs and hem."
883516,Zoe,258,Blouse,Garment Upper body,1010,Blouses,"Cropped top in patterned mesh with short puff sleeves. Elastication and frill trims at the shoulders and sleeves, draped pleats front and back, and wide smocking at the back. Lined."
883544,Dance rectangular sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Rectangular sunglasses with chunky plastic frames and tinted, UV-protective lenses."
883684,Miffi cross,66,Bag,Accessories,1019,Accessories,Small shoulder bag in imitation leather with a small inner compartment and a flap with a concealed magnetic fastener. Narrow metal chain and imitation leather shoulder strap. Lined. Depth 4 cm. Height 10 cm. Width 17 cm.
883686,Mallorca straw cross,66,Bag,Accessories,1019,Accessories,"Small, glittery shoulder bag in braided plastic straw and imitation leather with a metal chain shoulder strap. One inner compartment and a flap with a snap lock. Lined."
883793,AK Pippi paperbag skirt HW,275,Skirt,Garment Lower body,1009,Trousers,"Knee-length skirt in cotton twill. High, elasticated paper bag waist with a small frill trim, side and back pockets, and slits in the sides of the hem. Unlined."
883855,Kate 2pk softtop,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired nursing bras in organic cotton jersey with adjustable shoulder straps, opening, lined cups with space for nursing pads and an elasticated hem. No fasteners."
884067,LUCKY SHIRT,259,Shirt,Garment Upper body,1010,Blouses,"Shirt in an airy weave with a collar and sewn-in ties at the top. Buttons down the front, a yoke at the back and long sleeves with buttoned cuffs."
884081,AGATE POLO DRESS,265,Dress,Garment Full body,1005,Jersey Fancy,"Short, straight-cut dress in cotton piqué with a ribbed collar, button placket, dropped shoulders and short sleeves."
884102,Sia 2pk brazilian one size,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in stretch, supersoft jersey that moulds to the body – one size fits all. High waist, lined gusset and a high cut at the back."
884174,SPEED Ellinor top,254,Top,Garment Upper body,1005,Jersey Fancy,Sleeveless top in jersey crêpe with a double-layered stand-up collar with a gathered seam at the front and a small opening with buttons at the back of the neck.
884252,LOGG Lorna tencel tunic,265,Dress,Garment Full body,1010,Blouses,"Short, straight-cut tunic in soft, washed denim made from a Tencel™ lyocell and cotton blend. Collar, button placket, yoke with a pleat at the back, and flap chest pockets. Dropped shoulders, short sleeves and a rounded hem. Slightly longer at the back."
884319,Lucien CONSCIOUS,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in an airy weave with a stand-up collar and gathers at the top to create soft draping front and back. Opening with covered buttons at the back of the neck, long puff sleeves, cuffs with covered buttons, and a gently rounded hem."
884345,Dana double chain,77,Necklace,Accessories,1019,Accessories,"Short, two-strand necklace with one thin chain and one chunky anchor chain. Adjustable length 43-50 cm."
884349,CHAIN BRACELET,68,Bracelet,Accessories,1019,Accessories,Chunky metal curb chain bracelet with a trigger clasp.
884405,Lola ol RW Denim Shorts,274,Shorts,Garment Lower body,1025,Shorts,"5-pocket shorts in washed, stretch cotton denim with a high waist, zip fly and button and raw-edge, frayed hems."
884431,Tummy control shortie,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Shaping shortie briefs in jersey with a firm sculpting effect on the waist. High waist, lined gusset and full coverage at the back. The briefs are designed with the minimum number of seams for a seamless, comfortable feel against the skin and minimal visibility under clothes."
884432,Tummy control thong,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Thong briefs in jersey with a high waist and lined gusset. The briefs have a firm sculpting effect on the tummy.
884448,HM+ Lulu Brazilian Sless HW MS,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Shaping briefs in jersey with a high waist, lined gusset and high cut at the back. Firm shaping effect on the waist."
884497,Racer,252,Sweater,Garment Upper body,1003,Knitwear,"Sleeveless top in a rib knit with wide, rib-knit shoulder straps that join at the back."
884726,POW Chiba Dress,265,Dress,Garment Full body,1010,Blouses,"Long dress in chiffon with a lace bodice. Boat neck with an opening and concealed button at the back of the neck and cap sleeves with scalloped edges. Concealed zip and hook-and-eye fastening in one side, a seam at the waist with a decorative grosgrain ribbon, and a softly draping, pleated skirt. Lined."
884754,MALCOLM SHORTS,274,Shorts,Garment Lower body,1002,Jersey Basic,"Knee-length shorts in sweatshirt fabric with an elasticated, drawstring waist, side pockets and an open back pocket."
884847,Light my fire kaftan,265,Dress,Garment Full body,1013,Dresses Ladies,"Short kaftan dress woven in a Tencel™ lyocell blend containing some linen. Double stand-up collar with a V-shaped opening and drawstrings at the front and long, wide raglan sleeves with covered elastication at the cuffs. Asymmetric seam at the waist with covered elastication at the back and drawstrings at the front. Lined in a cotton weave."
884851,Duo 2-pack,254,Top,Garment Upper body,1002,Jersey Basic,Fitted tops in soft cotton jersey with a boat neck and 3/4-length sleeves.
884972,Shorts HW Paperbag Jessa,274,Shorts,Garment Lower body,1016,Trousers Denim,"Shorts in washed cotton denim with a high, pleated paper bag waist and detachable tie belt. Zip fly and button, side pockets and open back pockets. The cotton content of the shorts is partly recycled."
885072,Selena linen shorts,274,Shorts,Garment Lower body,1009,Trousers,"Shorts in a linen and viscose weave. High waist with belt loops where the front ones can be unfastened, a zip fly and a concealed hook-and-eye fastening. Diagonal side pockets, fake back pockets and wide legs."
885117,Perrie HW Dnm Embroidery Short,274,Shorts,Garment Lower body,1025,Shorts,"5-pocket shorts in washed cotton denim with embroidery on the front. High waist, zip fly and button, and sewn-in turn-ups at the hems."
885450,Flamenco dress,265,Dress,Garment Full body,1010,Blouses,"Short, fitted cold shoulder dress in a crinkled weave with a sweetheart neckline and wide, elasticated shoulder straps. Short, double-layered puff sleeves with concealed elastication at the top and hems for added volume. Concealed zip at the back and gathered seams down the front and back for a softly draped effect. Lined."
885547,Vienna Longsleeve,254,Top,Garment Upper body,1005,Jersey Fancy,"Fitted sports top in fast-drying functional fabric with sections in contrasting fabric front and back. Long sleeves with wide ribbing and thumbholes at the cuffs, and a rounded hem. The polyester content of the top is recycled."
885617,Raven tunic,258,Blouse,Garment Upper body,1010,Blouses,"A-line tunic in airy, flock-print chiffon with a double-layered stand-up collar and an opening with covered buttons at the back of the neck. Flounces down the front that continue down the back, long balloon sleeves and wide cuffs with covered buttons. Pin-tucks at the top and around the cuffs and top of the hem, and a wide flounce at the hem. V-neck inner dress in a softly draping viscose weave with adjustable shoulder straps."
885618,Roller bikini botom,59,Swimwear bottom,Swimwear,1019,Accessories,Fully lined bikini bottoms with a mid waist and medium coverage at the back.
885624,salt ss,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Cropped, fitted top in crinkled jersey with broderie anglaise. Sweetheart neckline and short puff sleeves with elastication over the shoulders."
885710,Romeo dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Knee-length, V-neck dress in jersey with short sleeves, a sewn-in wrapover at the top and decorative ties at one side. Unlined."
885806,Bandeau tank,253,Vest top,Garment Upper body,1002,Jersey Basic,Tube top in soft jersey. The cotton content of the top is organic.
885827,Chaplin hw tapered trousers,272,Trousers,Garment Lower body,1010,Blouses,"Wide trousers in twill made from a Tencel™ lyocell and linen blend with a high waist and pleats at the top. Zip fly with concealed hook-and-eye fasteners, side pockets, welt back pockets and tapered legs."
885873,Skirt Midi Straight,275,Skirt,Garment Lower body,1016,Trousers Denim,"5-pocket, calf-length skirt in cotton denim with a high waist, zip fly and button and slit at the front. Unlined."
885950,Moss paperbag skirt,275,Skirt,Garment Lower body,1012,Skirts,"Short skirt in a crêpe weave with a high paper bag waist, detachable tie belt, pleats at the top and buttons down the front. Lined."
885951,Calypso C&S push bralette,306,Bra,Underwear,1017,"Under-, Nightwear","Bralette in lace and mesh with adjustable shoulder straps and underwired, lined cups with removable inserts for a larger bust and fuller cleavage. Hook-and-eye fastening at the back."
886029,Maran linen tank,253,Vest top,Garment Upper body,1002,Jersey Basic,Low-necked vest top in soft linen jersey.
886200,Tinkel midi slip,265,Dress,Garment Full body,1013,Dresses Ladies,"Straight-cut, ankle-length dress in a softly draping patterned weave. Small, frill-trimmed V-neck opening at the top, narrow, adjustable shoulder straps and a concealed zip at the back. Unlined."
886218,Catan dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Calf-length dress in soft, patterned mesh with a V-neck and wrapover front with narrow ties that fasten at one side. Extra-long puff sleeves with gathered seams at the shoulders and raw edges at the cuffs. Seam at the waist and a heavily draping, flared skirt. Jersey lining."
886225,Nashville playsuit,267,Jumpsuit/Playsuit,Garment Full body,1009,Trousers,"Playsuit in washed cotton denim with a square neckline and short puff sleeves with buttoned cuffs. Buttons down the front, diagonal side pockets, fake back pockets, a zip fly and short, wide legs."
886241,Bahamas jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1009,Trousers,"Jumpsuit in woven fabric with wide, flounce-trimmed shoulder straps and a smocked bodice with elastication and a small frill trim at the top. Frill-trimmed seam at the waist and wide, straight legs. Unlined."
886489,ALGOT body LS FANCY  2pack,256,Bodysuit,Garment Upper body,1005,Jersey Fancy,"Long-sleeved bodysuits in soft, organic cotton jersey with a wrapover front and press-studs down the sides and at the crotch."
886538,MC Katja dress,265,Dress,Garment Full body,1010,Blouses,"Calf-length dress in softly draping satin with a V-neck, concealed buttons down the front and short sleeves. Detachable tie belt at the waist and pleats at the front of the skirt for added width. Unlined."
886706,Joline flannel shirt,259,Shirt,Garment Upper body,1010,Blouses,"Shirt in soft cotton flannel with a collar, buttons down the front and a yoke with a pleat at the back. Relaxed fit with dropped shoulders, long sleeves with buttoned cuffs, flap chest pockets with a button, and a rounded hem. Slightly longer at the back."
886737,Hybrid seamless half zip,254,Top,Garment Upper body,1005,Jersey Fancy,"Fitted, ribbed sports top in fast-drying functional fabric designed with the minimum number of seams for a more comfortable fit and increased mobility. Stand-up collar, zip at the top and long raglan sleeves with thumbholes at the cuffs. The polyamide content of the top is partly recycled."
886975,Esme top,254,Top,Garment Upper body,1010,Blouses,"Blouse in airy organza with a jacquard-weave pattern. Small, frilled collar, an opening and button at the back of the neck, short, voluminous puff sleeves and narrow cuffs with adjustable buttoning. Lined with a V-neck top in jersey with adjustable shoulder straps. The top can be detached from the blouse."
887236,ED Marina dress,265,Dress,Garment Full body,1010,Blouses,"Short, wide dress in an airy cotton weave with a V-shaped opening at the top and narrow ties at the neckline. Long raglan puff sleeves with elastication at the cuffs, and a seam at the waist and on the skirt. Unlined."
887237,ED Stone Pants,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,"Calf-length trousers in ribbed jersey made from a soft cotton blend with a wide foldover panel at the waist for best fit over the tummy. Wide, straight legs with overlocked hems."
887302,Isabelle aliceband,74,Hair/alice band,Accessories,1019,Accessories,Thin metal Alice band decorated with glass rhinestones.
887467,Hilly clean bra,306,Bra,Underwear,1017,"Under-, Nightwear","Bra top in microfibre with a lined front, wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Folded, glued edges for a seamless, comfortable feel against the skin and minimal visibility under clothes. No fasteners."
887498,ED Rio top,254,Top,Garment Upper body,1005,Jersey Fancy,Round-necked top in ribbed jersey made from a soft cotton blend with gently dropped shoulders and short sleeves. Overlocked edges around the sleeves and hem.
887542,Nicole PRICE,258,Blouse,Garment Upper body,1010,Blouses,"Fitted blouse in a linen and viscose weave with a sweetheart neckline and decorative gathers at the bust. Short, voluminous puff sleeves with narrow, covered elastication at the shoulders and hems."
887578,Arizona denim,258,Blouse,Garment Upper body,1010,Blouses,"Fitted blouse in washed cotton denim with a square neckline front and back and covered buttons down the front. Wide, covered elastication over the shoulders and short, voluminous puff sleeves with narrow elastication."
887593,SPEED Panamera top,254,Top,Garment Upper body,1005,Jersey Fancy,"Top in jersey crêpe. Round neckline with an opening and button at the top, gathered seams at the yoke and shoulders, and short butterfly sleeves."
887653,Singapore,275,Skirt,Garment Lower body,1012,Skirts,Calf-length skirt in woven fabric with buttons down the front. High waist with covered elastication at the back and pleats at the front for added width. Unlined.
887659,Carla top,255,T-shirt,Garment Upper body,1002,Jersey Basic,Fitted top in soft cotton jersey with a deep neckline front and back and short sleeves.
887681,Calypso 2p wide side thong,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Thong briefs in lace and microfibre with a low waist and lined gusset.
887711,Victoria Broderie Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a cotton weave with broderie anglaise. Deep, frill-trimmed V-neck and sewn-in wrapover at the front with a concealed press-stud at the top. Short puff sleeves with smocking and a frill trim, an elasticated seam at the waist and a gently flared skirt with tiers for added width. Partly lined in jersey."
887715,Pecan Denim Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, fitted, sleeveless dress in stretch denim with a collar, metal buttons down the front and a yoke at the back. Flap chest pockets with a button."
887757,Megan,252,Sweater,Garment Upper body,1003,Knitwear,"Boxy jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs and hem. Rounded hem. Slightly longer at the back. The polyester content of the jumper is recycled."
887761,Anapa,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft knit containing some wool with a round neckline, dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem, and slits in the sides. Slightly longer at the back. The polyester content of the jumper is recycled."
887770,Orvar strap top,253,Vest top,Garment Upper body,1010,Blouses,"Top in an airy, crinkled weave with a gentle V-neck and narrow, adjustable shoulder straps."
887806,Rollercoaster,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, A-line dress in an airy weave with smocking and a V-shaped opening with ties at the neckline. Short, wide raglan sleeves, and a gathered seam at the hem for added width. Unlined."
887830,Skirt Mini,275,Skirt,Garment Lower body,1016,Trousers Denim,"Short, 4-pocket skirt in sturdy, washed denim with hard-worn details. High waist, a zip fly and button and a raw-edge, cut-off hem. Some of the cotton content of the skirt is recycled."
887911,Tiara HW cropped,272,Trousers,Garment Lower body,1009,Trousers,"Cropped trousers in woven fabric. High waist with covered elastication and a small frill trim, pockets in the side seams and straight, wide legs."
887934,Robban blazer,264,Blazer,Garment Upper body,1008,Dressed,"Gently fitted, pattern-weave jacket with notch lapels, gathered, 3/4-length sleeves, jetted side pockets and a single back vent. No fasteners. Lined."
887949,Fraser HW pull-on,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in a linen and viscose weave. High, elasticated, drawstring waist with a frill trim, a fake fly, discreet pockets in the side seams and wide, tapered legs with creases."
888010,Luigi dress,265,Dress,Garment Full body,1010,Blouses,"Short dress in woven fabric with a pointed collar and concealed buttons down the front. Pleats at the top for a draped effect and added width, and a more fitted style at the bottom. Dropped shoulders, long, voluminous sleeves and wide cuffs with concealed buttons. Unlined."
888024,Bon HW straight trousers,272,Trousers,Garment Lower body,1010,Blouses,"Trousers in a heavily draping viscose weave with a high, pleated waist, pockets in the side seams and flap back pockets. Zip fly with a hook-and-eye fastening and wide, straight legs with sewn-in creases."
888229,Madeleine HW Woven Pull-On TRS,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in an airy viscose weave. High waist with covered elastication and a small frill trim, side pockets and tapered legs."
888294,CSP rose LS,254,Top,Garment Upper body,1005,Jersey Fancy,Fitted top in ribbed jersey with long puff sleeves in airy organza and a straight hem. Ribbing at the neckline and cuffs.
888295,CSP Celine LS,254,Top,Garment Upper body,1005,Jersey Fancy,"Fitted top in airy, lace-patterned jersey with a round neck and long puff sleeves."
888331,Bonnie SL set (J),297,Pyjama set,Nightwear,1017,"Under-, Nightwear","Pyjamas with a top and pair of shorts in soft jersey. Straight-cut top with dropped shoulders, short sleeves and short slits in the sides of the hem. Shorts with an elasticated waist."
888416,Ellies Playsuit 1,267,Jumpsuit/Playsuit,Garment Full body,1009,Trousers,"Playsuit in lightweight, patterned cotton twill with a sweetheart neckline and buttons at the top. Short puff sleeves with elastication at the shoulders and hems, a seam at the waist with pleats at the front, front pockets and short, wide legs."
888553,Dia shorts,274,Shorts,Garment Lower body,1009,Trousers,"Short shorts in woven fabric with a high waist, pleats at the top, a zip fly with concealed hook-and-eye fasteners, discreet side pockets and wide legs."
888556,Thurman shorts,274,Shorts,Garment Lower body,1010,Blouses,"Short shorts in cotton twill. High, frill-trimmed paper bag waist with covered elastication, a visible fly with press-studs, and patch pockets front and back."
888609,ANDY BLOUSE,258,Blouse,Garment Upper body,1010,Blouses,"Short, wide blouse in a crinkled weave with a deep neckline and small opening with ties at the front. Long sleeves with narrow elastication at the cuffs and a gathered seam with a broderie anglaise, scalloped flounce at the hem."
888660,Musse aliceband,74,Hair/alice band,Accessories,1019,Accessories,Narrow metal Alice band decorated with faceted plastic beads and metal ball chain.
888732,Byron tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Oversized T-shirt in soft cotton jersey with a round, rib-trimmed neckline. Slightly longer at the back."
888934,LOGG Olivia long shirt,259,Shirt,Garment Upper body,1010,Blouses,"Long, straight-cut shirt in an airy linen and cotton weave with a collar, buttons down the front and a yoke at the back. Dropped shoulders, short sleeves with a tab and button, and slits in the sides of the hem."
889148,Millie,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in a patterned weave with a square neckline and double-layered, elbow-length puff sleeves. Slightly longer at the back. Unlined."
889370,Leona,265,Dress,Garment Full body,1013,Dresses Ladies,"Calf-length dress in a crisp cotton weave with a square neckline, smocking at the back and a concealed zip in one side. Short, voluminous puff sleeves with covered elastication at the shoulders and hems, a seam at the waist and a flared skirt. Unlined."
889379,Carmen,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, A-line dress in a viscose weave with a deep V-neck. Long, wide raglan sleeves, narrow elastication at the cuffs, and gathered, asymmetric seams for added width. Unlined."
889392,Easy shorts (D/W),274,Shorts,Garment Lower body,1009,Trousers,"Shorts in soft denim made from a Tencel™ lyocell and cotton blend. Elastication and a detachable tie belt at the waist, and side pockets. Wide jersey panel at the waist for best fit over the tummy."
889540,Cool Amira necklace,77,Necklace,Accessories,1019,Accessories,"Short, two-strand shiny metal chain necklace. Adjustable length 36-44 cm."
889661,Nimbus blazer,264,Blazer,Garment Upper body,1008,Dressed,"Fitted jacket in woven fabric with notch lapels and flap welt front pockets. One-button fastening at the front, decorative buttons at the cuffs and a single back vent. Lined. The polyester content of the jacket is partly recycled."
889664,Elli thong sandalette,92,Heeled sandals,Shoes,1020,Shoes,"Sandals in imitation leather with square toes, covered heels, narrow foot straps, a toe post and an adjustable ankle strap with a metal buckle. Imitation leather insoles. Heel 7.5 cm."
889669,Apollo barell leg trouser,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length cigarette trousers in woven fabric with a high waist, extended waistband with concealed hook-and-eye fasteners and a zip fly. Discreet pockets in the side seams, fake back pockets and tapered legs with creases. The pocket linings are made from recycled polyester."
889682,Tara sandalette,92,Heeled sandals,Shoes,1020,Shoes,"Imitation leather sandals with square toes, narrow straps and an adjustable ankle strap with a metal buckle. Heel 5 cm."
889703,1pk Short sock,302,Socks,Socks & Tights,1021,Socks and Tights,"Socks in a cotton blend with a ribbed, ankle-height shaft."
889712,Alton Sneaker,94,Sneakers,Shoes,1020,Shoes,"Trainers in imitation leather with a padded edge and tongue, and lacing at the front. Linings and insoles in jersey made from recycled polyester, and fluted soles."
889753,Fazer balloon sweater,252,Sweater,Garment Upper body,1002,Jersey Basic,"Cropped, boxy-style top in sweatshirt fabric made from a cotton blend. Round neckline, dropped shoulders, long balloon sleeves with close-fitting, ribbed cuffs and a cut-off hem."
889828,Allen sweater,252,Sweater,Garment Upper body,1002,Jersey Basic,"Top in soft sweatshirt fabric made from a cotton blend with a round neckline and long raglan sleeves. Ribbing around the neckline, cuffs and hem. Soft brushed inside. The polyester content of the top is recycled."
889870,Nikita dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Fitted, calf-length dress in soft viscose jersey with a polo neck and short sleeves. Unlined."
890010,PQ Harry round sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Round sunglasses with plastic frames and sidepieces and tinted, UV-protective, plastic, polarised lenses. Polarised lenses convey colours more clearly and provide stronger contrasts while preventing glare."
890197,Twiggy Slide Sandal,91,Sandals,Shoes,1020,Shoes,Slides in imitation leather with a wide foot strap and imitation leather linings and insoles. Heel approx. 1 cm.
890261,1pk embroidery short sock,302,Socks,Socks & Tights,1021,Socks and Tights,"Socks in a soft, fine knit cotton blend with elasticated tops and a ribbed shaft with a small embroidered motif at the top."
890453,Lorraine dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a patterned weave with a small, gathered stand-up collar and V-shaped opening at the front. Covered buttons down the front and long sleeves with covered buttons at the cuffs. Seam and a soft, detachable belt with metal rings at the waist. Unlined."
890458,Lana chiffong skirt.,275,Skirt,Garment Lower body,1012,Skirts,"Calf-length skirt in airy, pleated chiffon with a high, elasticated waist. Lined."
890525,Austin Fringe PU Shacket,262,Jacket,Garment Upper body,1007,Outdoor,"Straight-cut shirt jacket in imitation leather with fringing around the yoke and down the sleeves. Collar, dropped shoulders and discreet side pockets. Press-studs down the front and at the cuffs, and a rounded hem. Recycled polyester lining."
890541,Magnolia dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in woven fabric with a round neckline and an opening with ties at the back of the neck. Short puff sleeves with narrow elastication at the hems, and gathered seams under the bust and on the skirt for added width."
890554,Maple l/s,254,Top,Garment Upper body,1005,Jersey Fancy,Fitted cardigan in ribbed jersey made from a cotton blend with a V-neck and eyelet buttoning down the front. Overlocked edges at the cuffs and hem.
890631,Jacy Tank,253,Vest top,Garment Upper body,1002,Jersey Basic,Cropped sleeveless top in soft cotton jersey.
890717,KOMPIS singel l/s tee,255,T-shirt,Garment Upper body,1002,Jersey Basic,"Long-sleeved top in soft, organic cotton jersey."
890734,Pia tee,255,T-shirt,Garment Upper body,1002,Jersey Basic,"T-shirt in soft, organic cotton jersey with a narrow trim around the neckline. Slightly longer and rounded at the back."
890956,Linus aop skirt,275,Skirt,Garment Lower body,1025,Shorts,"Short, tiered skirt in an airy, patterned cotton weave. Regular waist with wide smocking. Lined."
891007,WASABI POLO,257,Polo shirt,Garment Upper body,1005,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, zip at the top and short slits in the sides."
891382,Cool Orm ring,79,Ring,Accessories,1019,Accessories,Ring made from recycled zinc in the shape of a snake with inset glass rhinestones.
891542,Toya Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Knee-length dress in an airy weave with decorative pin-tucks, a V-neck, buttons at the top and short, wide sleeves. Seam at the waist with elastication at the back, a narrow, detachable tie belt and a softly draping skirt. Lined."
891591,Lilly long shacket,262,Jacket,Garment Upper body,1007,Outdoor,"Long, straight-cut shirt jacket in woven fabric with a collar, buttons down the front and a yoke at the back. Flap chest pockets and concealed pockets in the side seams. Dropped shoulders, long, wide sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back. Lined."
891629,Fuego dress,265,Dress,Garment Full body,1010,Blouses,"Long, wide, V-neck dress in a patterned weave with wide balloon sleeves and double-layered, buttoned cuffs. Discreet pockets in the side seams, a wide, detachable belt at the waist and a slit at the front."
891636,Fluxy blouse,258,Blouse,Garment Upper body,1010,Blouses,"Wrapover blouse in woven fabric with long, tapered puff sleeves. Deep V-neck, a concealed press-stud at one side and wide ties at the waist."
891655,HS Brittany,265,Dress,Garment Full body,1023,Special Offers,"Calf-length dress in a patterned Tencel™ lyocell weave with a small stand-up collar and V-shaped opening with lacing at the top. Yoke at the back, long puff sleeves with decorative lacing at the cuffs, and a gathered seam at the hem."
891663,Frenchie F&F dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a viscose weave with a sweetheart neckline and short puff sleeves with covered elastication at the hems. Detachable fabric belt with a covered metal buckle, and a concealed zip in one side. Unlined."
891672,Tootsie s/s jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1013,Dresses Ladies,"Short-sleeved jumpsuit in a crêpe weave with a V-neck at the front and buttons at the top. Seam under the bust and at the waist and wide, straight, ankle-length legs. Unlined."
891722,Judo,254,Top,Garment Upper body,1010,Blouses,Short-sleeved top in an airy cotton weave with textured stripes and a round neckline with gathers at the front and concealed press-studs at the back. Wrapover back with an open section and wide ties at the hem.
891898,Queen dress,252,Sweater,Garment Upper body,1003,Knitwear,"Knee-length dress in a soft knit containing some wool with a ribbed polo neck, dropped shoulders, long sleeves and wide ribbing at the cuffs and hem."
892051,Lyra HW wide full(1),272,Trousers,Garment Lower body,1009,Trousers,"Trousers in a softly draping viscose weave. High waist with a small frill trim at the top, covered elastication and a drawstring. Diagonal side pockets and wide, straight legs."
892093,Violet slip skirt,275,Skirt,Garment Lower body,1012,Skirts,Knee-length skirt in softly draping satin with a high waist and concealed zip at the back. Unlined.
892193,Raz shaftless sock 5-pack.,302,Socks,Socks & Tights,1019,Accessories,"No-show trainer socks in fast-drying, functional yarn. The socks are low cut so they are hidden inside your shoes. Ventilating hole-knit sections over the feet and a concealed silicone trim around the heels for best fit. The polyester content of the socks is partly recycled."
